ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
ID_8N1XV8X,2010-10-19,2011-10-03,Male,45,2010-10-19,1,Saloon,Silver,Hyundai,Asokoro District,Abuja,Car Classic,0
ID_6TPT10M,2010-10-11,2011-10-10,Female,52,2010-10-11,1,,,,,,CarSafe,0
ID_H2WFMJP,2010-03-01,2011-03-01,Male,44,2010-03-01,1,Saloon,,TOYOTA,,,CarSafe,0
ID_IPW0U5D,2010-08-19,2011-08-18,Male,70,2010-08-19,1,,,,,,Car Classic,0
ID_GLZ7H0X,2010-06-25,2011-06-24,Male,42,2010-06-25,2,Saloon,,TOYOTA,Surulere,Lagos,CarSafe,0
ID_274J32T,2010-07-03,2011-04-07,Male,43,2010-07-03,1,JEEP,Black,Mercedes,Victoria Island,Lagos,Car Classic,0
ID_R5WDUPB,2010-05-27,2011-05-26,Male,40,2010-05-27,1,Saloon,,Kia,,,CarSafe,0
ID_SUVYRPP,2010-10-30,2011-10-29,Male,64,2010-10-30,1,Saloon,,Nissan,,,CarSafe,0
ID_8NYBEFF,2010-05-23,2011-05-06,Female,44,2010-05-23,1,Saloon,Red,TOYOTA,,,Car Classic,0
ID_RHF57P5,2010-02-04,2011-02-02,Male,57,2010-02-04,1,JEEP,Black,Ford,Lagos Mainland,Lagos,Car Classic,0
ID_HYR8AQ0,2010-11-13,2011-11-12,Male,44,2010-11-13,2,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_7Q7X0WR,2010-10-17,2011-10-16,Male,52,2010-10-17,1,,Black,Honda,Victoria Island,Lagos,Car Classic,1
ID_VFB52FG,2010-11-09,2011-11-07,Male,38,2010-11-09,1,,,,,,CarSafe,0
ID_ZNXFKNM,2010-03-12,2011-03-11,Male,56,2010-03-12,1,Saloon,,Mercedes,,,CarSafe,0
ID_LRZQCXZ,2010-12-03,2011-12-02,Female,47,2010-12-03,3,,,,,,CarSafe,0
ID_A3VQ250,2010-05-28,2011-05-27,Female,33,2010-05-28,1,Saloon,,TOYOTA,Abuja,Abuja,Car Classic,1
ID_QA70K6V,2010-09-12,2011-09-11,,23,2010-09-12,2,,,,Victoria Island,Lagos,CVTP,0
ID_HHMJ52T,2010-12-10,2011-12-09,Male,37,2010-12-10,1,Saloon,Blue,TOYOTA,,,Car Classic,0
ID_ELBVBKB,2010-07-30,2011-07-29,Male,75,2010-07-30,2,Saloon,Black,Mercedes,Ikeja,Lagos,Car Classic,0
ID_86Q5BLN,2010-06-18,2011-06-17,Female,44,2010-06-18,1,JEEP,Grey,ACURA,Alimosho,Lagos,Car Classic,0
ID_XJAHGWX,2010-05-17,2011-05-16,Female,32,2010-05-17,1,Saloon,Blue,TOYOTA,Ebute-Metta,Lagos,Car Classic,0
ID_1WECVV8,2010-02-27,2011-02-26,Female,39,2010-02-27,1,Saloon,,TOYOTA,,,Car Classic,0
ID_2C1KUB8,2010-09-24,2011-09-22,Male,53,2010-09-24,1,,,,,,CarFlex,0
ID_DEU9N3P,2010-04-09,2011-04-08,Male,40,2010-04-09,1,Saloon,,Honda,,,CarSafe,0
ID_W0SJ9OE,2010-11-30,2011-11-29,Male,43,2010-11-30,1,JEEP,Brown,Jaguar,Victoria Island,Lagos,Car Classic,0
ID_ZV7FB0Z,2010-12-26,2011-12-25,Joint Gender,41,2010-12-26,1,,,,,,Car Classic,0
ID_G18B05M,2010-10-21,2011-10-20,Male,120,2010-10-21,1,,,,Victoria Island,Lagos,CVTP,0
ID_SWL60YA,2010-07-24,2011-07-23,Male,68,2010-07-24,1,Truck,White,Mack,Victoria Island,Lagos,CVTP,0
ID_OM07ICU,2010-06-28,2011-06-27,Entity,20,2010-06-28,1,,,TOYOTA,Lagos,Lagos,CVTP,1
ID_B9DC4XW,2010-02-14,2011-02-13,Female,44,2010-02-14,1,Saloon,Black,TOYOTA,Abeokuta,Ogun,Car Classic,0
ID_81HMRT8,2010-06-11,2011-06-10,Male,40,2010-06-11,1,Saloon,Blue,TOYOTA,,,Car Classic,1
ID_0VI206Q,2010-01-25,2011-01-24,Male,29,2010-01-25,2,Saloon,,Hyundai,,,CarSafe,0
ID_LQOV70F,2010-11-14,2011-11-13,Male,50,2010-11-14,1,,,,Ikeja,Lagos,CarSafe,0
ID_OXGIWRG,2010-01-08,2011-01-07,Male,42,2010-01-08,1,Saloon,,Honda,,,CarSafe,0
ID_8PSZW1A,2010-07-01,2011-02-03,Male,28,2010-07-01,1,Saloon,Green,Kia,Lagos Island,Lagos,Car Classic,0
ID_D23Y3US,2010-11-01,2011-10-31,Female,36,2010-11-01,1,,,,,,CarSafe,0
ID_AYR4U6S,2010-02-07,2011-02-06,Male,31,2010-02-07,1,Saloon,Silver,Lexus,Maryland,Lagos,Car Plus,0
ID_P26FKEF,2010-12-31,2011-12-30,Female,35,2010-12-31,1,,,,,,Car Classic,0
ID_YI3TK2A,2010-03-12,2011-03-11,Male,34,2010-03-12,3,Saloon,Silver,TOYOTA,Ajah,Lagos,Car Classic,1
ID_2DXWUFO,2010-09-23,2011-09-22,Female,32,2010-09-23,1,Saloon,As Attached,TOYOTA,Calabar,Cross-River,Car Classic,0
ID_4KDYIVH,2010-02-02,2011-02-01,Male,69,2010-02-02,3,Saloon,Black,Honda,Eti-Osa,Eti-Osa,CarSafe,0
ID_E1018B3,2010-04-15,2011-04-14,Male,25,2010-04-15,1,Saloon,Silver,TOYOTA,,,Car Classic,1
ID_5SIYCO5,2010-03-06,2011-03-04,Male,12,2010-03-06,2,,,Hyundai,Lekki,Lagos,Customized Motor,0
ID_VJ1FAVO,2002-03-25,2011-03-24,Male,37,2002-03-25,1,Saloon,Black,TOYOTA,Ekiti,Benue,Car Classic,0
ID_O8OOGPL,2010-11-27,2011-11-25,Male,32,2010-11-27,1,,,,,,Car Plus,0
ID_P32J6MG,2010-04-03,2011-04-02,Female,66,2010-04-03,1,JEEP,White,Lexus,,,Car Classic,0
ID_7LTKKWC,2010-04-19,2011-04-17,Female,40,2010-04-19,2,JEEP,Grey,TOYOTA,Surulere,Lagos,Car Classic,0
ID_H2JZP41,2010-02-06,2011-02-05,Female,40,2010-02-06,1,JEEP,Black,TOYOTA,Warri Central,Warri-Central,Car Classic,1
ID_M9HR2ZR,2010-07-24,2011-07-23,Male,38,2010-07-24,2,Saloon,,TOYOTA,Owerri,Imo,Car Classic,0
ID_SHGJXSL,2010-04-23,2011-04-22,Male,31,2010-04-23,1,Saloon,,Hyundai,,,CarSafe,0
ID_MEIARR5,2010-02-06,2011-02-05,Female,39,2010-02-06,2,Saloon,Black,TOYOTA,,,Car Classic,0
ID_ORDMSP1,2010-12-17,2011-12-16,Male,27,2010-12-17,1,Saloon,Grey,Honda,,,Car Plus,0
ID_MQJTRLT,2010-01-15,2011-01-14,Male,48,2010-01-15,1,JEEP,Green,Honda,,,Car Plus,0
ID_AZHH8Y8,2010-04-23,2011-04-22,Male,41,2010-04-23,1,Saloon,As Attached,Mercedes,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_WN4LQH9,2010-03-20,2011-03-19,Female,34,2010-03-20,1,JEEP,Black,TOYOTA,,,Car Classic,0
ID_OOJ40EX,2010-03-06,2011-03-05,Female,41,2010-03-06,1,JEEP,Blue,Honda,Eti-Osa,Eti-Osa,Car Classic,0
ID_BJ8BRMJ,2010-02-01,2011-01-31,Male,27,2010-02-01,1,Saloon,White,TOYOTA,,,Car Classic,0
ID_NWDNTCA,2010-03-12,2011-03-11,Joint Gender,20,2010-03-12,2,,Black,Mercedes,Lagos,Lagos,Customized Motor,0
ID_KGQPLD2,2010-09-11,2011-09-10,Male,63,2010-09-11,1,,,,Victoria Island,Lagos,CVTP,0
ID_8FNVR9O,2010-05-22,2011-05-21,Female,29,2010-05-22,1,JEEP,Black,TOYOTA,,,Car Classic,0
ID_46SV3OY,2010-03-13,2011-03-12,Male,60,2010-03-13,3,Saloon,Black,BMW,,,Customized Motor,0
ID_9R1TOE9,2010-11-12,2011-05-17,Male,42,2010-11-12,1,Saloon,Silver,Honda,,,Car Plus,1
ID_7OMERTL,2010-04-23,2011-04-22,Male,-12,2010-04-23,3,Saloon,As Attached,Hyundai,Victoria Island,Lagos,Car Plus,0
ID_WS02V5J,2010-07-24,2011-07-23,Male,42,2010-07-24,2,Saloon,,TOYOTA,Alimosho,Lagos,CarSafe,0
ID_IGVJBVD,2010-01-14,2011-01-13,Female,50,2010-01-14,1,Saloon,,Kia,,,CarSafe,0
ID_KX4XJ92,2010-05-22,2011-05-21,Male,40,2010-05-22,1,Saloon,,TOYOTA,,,CarSafe,0
ID_GZSIL74,2010-09-13,2011-09-12,Male,39,2010-09-13,1,Saloon,,Honda,Port Harcourt,Rivers,Car Plus,1
ID_FT9QZ57,2010-10-24,2011-10-22,Female,32,2010-10-24,1,Saloon,As Attached,TOYOTA,,,Car Classic,1
ID_NA5SPRB,2010-10-21,2011-10-20,Male,37,2010-10-21,1,,,,,,CarSafe,0
ID_NGCELZ7,2010-02-22,2011-02-21,Male,36,2010-02-22,1,Saloon,,TOYOTA,Kaduna South,Kaduna-South,Car Classic,0
ID_RJQFKUC,2010-03-20,2011-03-19,Female,45,2010-03-20,3,Saloon,As Attached,TOYOTA,Etsako West,Etsako-West,Car Classic,1
ID_3FBAA6M,2010-10-25,2011-10-23,Female,35,2010-10-25,1,JEEP,Grey,TOYOTA,Kano Municipal,Kano-Municipal,Car Classic,0
ID_Y4PRCKP,2010-10-25,2011-10-23,Male,48,2010-10-25,1,,,,,,CarSafe,0
ID_3SA6ZP7,2010-12-27,2011-04-19,Male,43,2010-12-27,1,Saloon,Grey,TOYOTA,GBAGADA,Benue,Car Classic,1
ID_Q6M76HF,2010-04-25,2011-04-24,Male,120,2010-04-25,2,,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_30ZGQ37,2010-12-03,2011-12-02,Male,45,2010-12-03,2,,Black,Honda,Eti-Osa,Eti-Osa,Customized Motor,0
ID_VGNM9O8,2010-03-04,2011-03-03,Male,33,2010-03-04,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VRUQLJM,2010-02-01,2011-01-31,Male,51,2010-02-01,1,Saloon,Black,Nissan,,,Car Classic,0
ID_RB0CODP,2010-07-31,2011-07-30,Female,49,2010-07-31,1,Saloon,,TOYOTA,,,CarSafe,0
ID_0RB8SME,2010-09-30,2011-09-29,Male,43,2010-09-30,3,,,Nissan,Lagos Island,Lagos,Car Plus,0
ID_WI5GCB7,2010-04-26,2011-04-24,Male,30,2010-04-26,1,Saloon,Silver,TOYOTA,OGBA,Benue,Car Classic,1
ID_C6Y20F4,2010-01-21,2011-01-20,Male,31,2010-01-21,1,Saloon,,TOYOTA,,,CarSafe,0
ID_5F03UPK,2010-04-17,2011-04-16,,120,2010-04-17,1,Saloon,,Hyundai,Victoria Island,Lagos,Customized Motor,0
ID_4VAZSZN,2010-12-24,2011-12-23,Female,60,2010-12-24,3,JEEP,Black,Mercedes,,,Car Classic,0
ID_77X6PLD,2010-03-07,2011-03-06,Female,72,2010-03-07,1,Saloon,Grey,TOYOTA,MAGODO,Benue,Car Classic,0
ID_CT1HDDX,2010-03-04,2011-03-03,Female,36,2010-03-04,1,Saloon,Red,TOYOTA,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0
ID_K33JHOA,2010-04-03,2011-04-02,Male,40,2010-04-03,1,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_LVEUACF,2010-02-26,2011-02-25,Male,120,2010-02-26,1,,White,Iveco,Victoria Island,Lagos,CVTP,1
ID_KHPD7S0,2010-04-24,2011-04-23,Male,37,2010-04-24,1,Saloon,,TOYOTA,,,Car Classic,1
ID_OP2V7Y8,2010-11-29,2011-11-28,,46,2010-11-29,1,,,,Victoria Island,Lagos,Car Plus,0
ID_FRVZHQ8,2010-07-18,2011-07-17,Female,12,2010-07-18,1,Saloon,,Ford,,,CarSafe,0
ID_ZSEUUD8,2010-03-03,2011-03-01,Male,56,2010-03-03,1,Saloon,,TOYOTA,Oredo,Benue,Car Classic,0
ID_YYH93FJ,2010-10-26,2011-10-25,Female,62,2010-10-26,1,,,,,,CarSafe,0
ID_8NBQ9TU,2010-12-02,2011-12-01,Male,46,2010-12-02,1,,,,,,CarSafe,0
ID_WFRAMQ0,2010-10-08,2011-02-24,Male,51,2010-10-08,4,,Black,BMW,Victoria Island,Lagos,Customized Motor,0
ID_16D6BP5,2010-05-02,2011-05-01,Entity,10,2010-05-02,3,Pick Up,As Attached,TOYOTA,Abuja Municipal,Abuja-Municipal,CVTP,0
ID_RZ1PSWL,2010-10-10,2011-01-08,Female,35,2010-10-10,1,JEEP,Black,Ford,Obia/Akpor,Obia-Akpor,Car Classic,0
ID_NZ9YOKR,2010-10-28,2011-10-27,Male,75,2010-10-28,1,,,,,,Car Classic,0
ID_QI4I429,2010-01-29,2011-01-28,Female,41,2010-01-29,2,Saloon,,Hyundai,Port Harcourt,Rivers,Car Classic,0
ID_ZUOZDSW,2010-07-04,2011-07-02,,120,2010-07-04,1,JEEP,Black,Kia,Victoria Island,Lagos,Car Classic,0
ID_LDPVP6X,2010-05-01,2011-04-30,Male,48,2010-05-01,1,JEEP,Black,TOYOTA,,,Car Plus,0
ID_IILUP4Q,2010-11-07,2011-11-06,NO GENDER,120,2010-11-07,1,,,,Victoria Island,Lagos,Muuve,0
ID_OYMEM7B,2010-11-22,2011-11-21,Female,46,2010-11-22,1,,,,,,CarSafe,0
ID_UPY89GQ,2010-03-07,2011-03-06,Male,44,2010-03-07,1,Saloon,Wine,TOYOTA,Ikeja,Lagos,Car Classic,1
ID_ZGUMEX9,2010-10-29,2011-10-28,Male,40,2010-10-29,1,,,,,,CarSafe,0
ID_Q4ZFRQY,2010-04-10,2011-04-09,Male,38,2010-04-10,1,Saloon,Black,BMW,,,Car Classic,0
ID_J18VPCF,2010-04-23,2011-04-22,Male,43,2010-04-23,1,Saloon,Silver,TOYOTA,,,Car Classic,0
ID_ZEG4WLE,2010-05-14,2011-05-13,Female,32,2010-05-14,1,Saloon,Gold,Honda,Victoria Island,Lagos,Car Plus,0
ID_WHZ37HY,2010-01-09,2011-01-08,Male,44,2010-01-09,1,JEEP,Black,Mitsubishi,Lekki,Lagos,Car Classic,0
ID_3ZMR4D9,2010-04-28,2011-04-27,Male,52,2010-04-28,3,Saloon,As Attached,Mercedes,Victoria Island,Lagos,Car Classic,0
ID_SZXWQVX,2010-10-17,2011-04-10,Male,120,2010-10-17,1,,,,Victoria Island,Lagos,CVTP,0
ID_ZPNREMG,2010-11-05,2011-09-26,Male,50,2010-11-05,2,,,,Surulere,Lagos,Car Classic,0
ID_C574HJU,2010-06-25,2011-06-24,Female,70,2010-06-25,2,,,TOYOTA,Benin,Edo,Car Classic,0
ID_UYBOVZH,2010-12-10,2011-12-09,Male,40,2010-12-10,1,Saloon,,Volvo,,,CarSafe,0
ID_WFAE7H9,2010-03-04,2011-03-03,Male,43,2010-03-04,1,Saloon,Black,TOYOTA,Ikoyi,Lagos,Car Classic,0
ID_FPPOOAJ,2010-09-26,2011-09-25,Female,35,2010-09-26,1,Saloon,,Hyundai,Eti-Osa,Eti-Osa,Car Classic,0
ID_AHQ0NF1,2010-02-13,2011-02-12,Female,20,2010-02-13,3,JEEP,,Mercedes,Lekki,Lagos,Customized Motor,0
ID_UBKLZ9B,2010-05-20,2011-05-19,Female,32,2010-05-20,1,JEEP,,Lexus,,,Car Classic,0
ID_FXUVHSF,2010-04-30,2011-04-29,Male,40,2010-04-30,1,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,CarSafe,0
ID_8GAKU1Z,2010-11-26,2011-11-25,Male,41,2010-11-26,1,,,,,,CarSafe,0
ID_Q5FA1HC,2010-08-26,2011-08-25,NO GENDER,20,2010-08-26,3,JEEP,Silver,TOYOTA,GBAGADA,Benue,Car Classic,0
ID_21ANRC4,2010-07-23,2011-07-22,Male,58,2010-07-23,1,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_Q52NRFB,2010-01-15,2011-01-14,Male,32,2010-01-15,1,JEEP,Black,TOYOTA,Shomolu,Benue,Car Classic,0
ID_U8FGB6N,2010-11-06,2011-11-05,Male,51,2010-11-06,1,,,,,,CarSafe,0
ID_FATBPDN,2010-07-23,2011-04-07,,120,2010-07-23,1,,,,Victoria Island,Lagos,CVTP,0
ID_6E7P4HI,2010-10-21,2011-10-19,Female,38,2010-10-21,1,Saloon,As Attached,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_2HQ06E4,2010-11-07,2011-11-06,Male,43,2010-11-07,2,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_ITD1WUN,2010-06-25,2011-06-24,Female,40,2010-06-25,1,Saloon,Green,TOYOTA,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0
ID_8M69SRX,2010-03-07,2011-03-02,Male,46,2010-03-07,1,Saloon,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_EA5D90A,2010-01-10,2011-01-09,Female,32,2010-01-10,1,Sedan,,Lexus,Abuja,Abuja,Car Classic,0
ID_18NDG66,2010-05-07,2011-05-06,Male,68,2010-05-07,2,,,Mercedes,Ikeja,Lagos,Car Classic,0
ID_2AWV271,2010-02-18,2011-02-17,Male,46,2010-02-18,1,Saloon,,Kia,Abuja Municipal,Abuja-Municipal,CarSafe,0
ID_X4J87U4,2010-05-21,2011-04-03,Male,53,2010-05-21,1,JEEP,Blue,Lexus,,,Car Classic,1
ID_JSXA4LP,2010-01-15,2011-01-14,Male,43,2010-01-15,1,Saloon,Blue,TOYOTA,,,Car Classic,0
ID_B3DDGIU,2010-01-11,2011-01-10,Male,33,2010-01-11,2,Saloon,Red,TOYOTA,Anambra East,Anambra-East,Car Classic,0
ID_3RB4SVU,2010-04-03,2011-04-02,Male,35,2010-04-03,1,Saloon,,Honda,,,CarSafe,0
ID_JYTYBXI,2010-04-18,2011-04-17,Male,30,2010-04-18,1,Saloon,,TOYOTA,,,CarSafe,0
ID_0Y8AKVQ,2010-05-04,2011-05-03,Female,45,2010-05-04,1,JEEP,Grey,Lexus,,,Car Classic,1
ID_G2EBT60,2010-07-30,2011-07-29,Male,63,2010-07-30,1,JEEP,As Attached,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_1G3DEYA,2010-02-26,2011-02-25,Male,44,2010-02-26,1,Saloon,Green,TOYOTA,,,Car Classic,1
ID_IUC5IGJ,2010-12-11,2011-09-06,Female,34,2010-12-11,1,,,,Kaduna South,Kaduna-South,Car Classic,0
ID_2FLHPHO,2010-05-06,2011-05-05,Female,68,2010-05-06,1,JEEP,Silver,Hyundai,,,Car Classic,0
ID_0040R73,2010-05-14,2011-05-13,Male,30,2010-05-14,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_0F6TNYQ,2010-05-21,2011-05-03,Male,30,2010-05-21,1,,As Attached,Scania,Benin,Edo,CVTP,0
ID_5RM6LIQ,2010-09-25,2011-09-24,Male,24,2010-09-25,1,Saloon,Black,TOYOTA,,,Car Plus,0
ID_GBUNGR5,2010-05-30,2011-05-29,Female,37,2010-05-30,1,Saloon,White,Mercedes,Surulere,Lagos,Car Classic,0
ID_VSJIUCD,2010-08-31,2011-08-30,Male,46,2010-08-31,3,JEEP,Blue,Honda,Lagos,Lagos,Car Classic,0
ID_6YGWHQH,2010-03-12,2011-02-21,Male,62,2010-03-12,3,JEEP,Black,Volkswagen,Eti-Osa,Eti-Osa,Car Classic,0
ID_7XZH9PB,2010-04-02,2011-04-01,Male,35,2010-04-02,1,Saloon,Black,TOYOTA,MAGODO,Benue,Car Classic,0
ID_PQ5JKW1,2010-07-09,2011-07-08,Male,42,2010-07-09,2,Saloon,,Kia,Lagos Mainland,Lagos,CarSafe,0
ID_E5HL2TU,2010-10-23,2011-10-22,Male,31,2010-10-23,2,Saloon,Red,Honda,,,Car Classic,0
ID_WVCP8T5,2010-11-20,2011-11-20,Male,32,2010-11-20,1,Saloon,Gold,TOYOTA,,,CarFlex,0
ID_Q4JX3RW,2010-03-27,2011-03-26,Male,69,2010-03-27,2,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0
ID_YNMP777,2010-11-08,2011-11-07,Male,50,2010-11-08,1,,,,,,CarSafe,0
ID_TWI1FZO,2010-01-11,2011-01-11,Female,34,2010-01-11,1,JEEP,Black,Lexus,Victoria Island,Lagos,Car Classic,0
ID_LRNTL5Z,2010-07-15,2011-07-14,Male,58,2010-07-15,1,,,TOYOTA,Ibadan South East,Ibadan-East,Customized Motor,0
ID_XDO92I3,2010-05-28,2011-05-27,Joint Gender,40,2010-05-28,1,Saloon,Black,Mercedes,Lekki,Lagos,Car Classic,0
ID_2OSVIZE,2010-11-12,2011-11-11,Female,63,2010-11-12,2,,,,Lagos Mainland,Lagos,Car Classic,0
ID_TPXUUU4,2010-11-13,2011-11-12,Male,35,2010-11-13,1,Saloon,,TOYOTA,,,CarSafe,0
ID_GYOPUQL,2010-11-04,2011-11-03,Entity,50,2010-11-04,1,Saloon,,TOYOTA,Abuja Municipal,Abuja-Municipal,CarSafe,0
ID_XCTE3WU,2010-08-19,2011-08-18,Male,41,2010-08-19,1,,,,,,CarSafe,0
ID_SEDKTDX,2010-10-29,2011-10-28,Male,50,2010-10-29,2,Saloon,Wine,Honda,Ikeja,Lagos,Car Classic,0
ID_I4FO9B3,2010-10-30,2011-10-29,Male,47,2010-10-30,2,Saloon,Black,Lexus,Ibeju/Lekki,Ibeju-Lekki,Car Classic,1
ID_CFXLONS,2010-05-27,2011-02-24,Female,49,2010-05-27,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_IEB7Z9C,2010-10-08,2011-09-30,Male,46,2010-10-08,2,JEEP,Silver,Kia,,,Car Classic,0
ID_D1LE951,2010-08-20,2011-08-19,Female,63,2010-08-20,1,Saloon,,Volkswagen,,,Car Classic,0
ID_LKPH3FV,2010-05-26,2011-05-25,Male,19,2010-05-26,1,,,As Attached,Victoria Island,Lagos,CarSafe,0
ID_97BZ4QY,2010-07-26,2011-07-25,Female,29,2010-07-26,2,Saloon,Wine,TOYOTA,,,Car Classic,0
ID_8T6LGM8,2010-02-21,2011-02-20,,120,2010-02-21,1,,Red,Hyundai,Ikeja,Lagos,Car Classic,0
ID_9PRYA8X,2010-10-31,2011-10-30,Female,57,2010-10-31,1,,,Kia,Minna,Niger-State,Car Classic,0
ID_VKOPR07,2010-06-19,2011-06-18,Male,40,2010-06-19,1,Saloon,,Mercedes,,,CarSafe,0
ID_ID7YXRQ,2010-12-17,2011-12-16,Female,43,2010-12-17,1,JEEP,Grey,TOYOTA,Apapa,Lagos,Car Classic,0
ID_75KUIG7,2010-03-25,2011-03-24,Female,41,2010-03-25,1,Saloon,,TOYOTA,,,CarSafe,0
ID_MYBOFDL,2010-08-14,2011-08-13,Male,46,2010-08-14,1,,,,,,Car Plus,0
ID_W2G2EDK,2010-08-11,2011-08-10,Male,37,2010-08-11,1,Saloon,,TOYOTA,,,CarSafe,0
ID_NFSQC5U,2010-01-08,2011-01-07,Male,50,2010-01-08,1,Saloon,,Lexus,,,CarSafe,0
ID_ZKU0UC9,2010-01-24,2011-01-23,Male,52,2010-01-24,4,JEEP,,Land Rover,Victoria Island,Lagos,Customized Motor,1
ID_8T2HPD7,2010-06-06,2011-06-05,Female,38,2010-06-06,1,Saloon,Silver,TOYOTA,,,Car Classic,1
ID_XXNBZJH,2010-04-08,2011-04-07,Male,37,2010-04-08,1,Motorcycle,Blue,.,Victoria Island,Lagos,Motor Cycle,0
ID_DFIQ9P5,2010-04-28,2011-04-27,Male,45,2010-04-28,1,Saloon,,TOYOTA,,,CarSafe,0
ID_U24POC6,2010-06-17,2011-06-16,Male,39,2010-06-17,1,Truck,Yellow & White,Iveco,Victoria Island,Lagos,CVTP,0
ID_9QKUC2H,2010-10-10,2011-10-08,Male,42,2010-10-10,1,,,,Kosofe,Benue,CarSafe,0
ID_YW9B2BV,2010-03-01,2011-03-01,Male,44,2010-03-01,1,Saloon,,Nissan,,,CarSafe,0
ID_KLPLGLB,2010-01-03,2011-01-02,Female,31,2010-01-03,1,JEEP,,Honda,,,CarSafe,0
ID_7VPZVA9,2010-11-21,2011-11-20,Female,36,2010-11-21,1,,,,Lekki,Lagos,Car Classic,0
ID_YVOME4E,2010-10-17,2011-01-16,Male,39,2010-10-17,2,Saloon,Black,Mercedes,,,Car Plus,0
ID_453VIJN,2010-09-04,2011-09-03,Male,56,2010-09-04,1,,,Lexus,Ifako-Ijaye ,Ifako-Ijaye,Car Classic,1
ID_Y2NCZT0,2010-04-18,2011-04-16,Male,27,2010-04-18,1,Saloon,,Lexus,,,Car Classic,0
ID_MS9KF92,2010-05-20,2011-05-19,Female,40,2010-05-20,1,JEEP,Grey,Lexus,,,Car Classic,0
ID_99PGM6U,2010-02-01,2011-01-31,Male,52,2010-02-01,2,,Black,TOYOTA,Lagos,Lagos,CVTP,1
ID_WM4Z2Q9,2010-03-19,2011-03-18,Male,50,2010-03-19,1,Saloon,,BMW,,,CarSafe,0
ID_MJ32FI6,2010-01-29,2011-01-24,Female,31,2010-01-29,1,Saloon,Silver,TOYOTA,OGBA,Benue,Car Classic,0
ID_UX62YEJ,2010-05-13,2011-05-12,Female,53,2010-05-13,1,JEEP,,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_94MZ8I4,2010-02-15,2011-02-14,Male,40,2010-02-15,1,Saloon,,Honda,,,CarSafe,0
ID_QWS37WQ,2010-05-27,2011-05-26,Female,12,2010-05-27,3,,,TOYOTA,Lekki,Lagos,CVTP,0
ID_NNX6I99,2010-12-03,2011-12-02,,37,2010-12-03,1,,,,Abuja,Abuja,Car Plus,0
ID_H09Z1UF,2010-01-23,2011-01-22,Male,41,2010-01-23,1,Saloon,,Mercedes,,,CarSafe,0
ID_MP7Z39A,2010-01-15,2011-01-14,Female,56,2010-01-15,1,Saloon,,TOYOTA,,,CarSafe,0
ID_QKX0GHP,2010-07-26,2011-07-24,Male,32,2010-07-26,1,Saloon,,TOYOTA,Aba South,Aba-South,Car Classic,0
ID_MPY6FGT,2010-02-26,2011-02-25,Male,44,2010-02-26,1,Saloon,Green,TOYOTA,,,Car Classic,0
ID_ZRLYN5T,2010-06-20,2011-06-19,Male,46,2010-06-20,3,,As Attached,Honda,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_TZCM1GI,2010-09-06,2011-09-05,Entity,20,2010-09-06,1,,,Nissan,Lagos,Lagos,CVTP,0
ID_HT7FGBY,2010-03-22,2011-03-21,Male,50,2010-03-22,1,Saloon,,TOYOTA,,,CarSafe,0
ID_WCI6KK0,2010-03-27,2011-03-26,Male,48,2010-03-27,1,,,Lexus,Oshodi-Isolo,Oshodi-Isolo,Customized Motor,0
ID_DZKCDJK,2010-04-01,2011-03-31,Male,53,2010-04-01,1,Saloon,,TOYOTA,,,Car Classic,0
ID_MH1V5LQ,2010-09-16,2011-05-22,Male,46,2010-09-16,2,JEEP,,Land Rover,,,Customized Motor,0
ID_ZC92DNL,2010-04-03,2011-04-02,Male,51,2010-04-03,1,Saloon,,TOYOTA,,,CarSafe,0
ID_56N4UBL,2010-08-29,2011-08-28,Male,35,2010-08-29,1,,,,,,Car Classic,0
ID_J0SLQNM,2010-01-18,2011-01-17,Male,66,2010-01-18,2,Saloon,Black,Mercedes,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_0UY25Z6,2010-05-16,2011-05-15,Female,34,2010-05-16,1,Saloon,,TOYOTA,,,CarSafe,0
